Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/wifi_dsn_i/dbg_sic_fir_q[14:0],u_ila_0_dbg_sic_fir_q[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_auto_corr[25:0],i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_i[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_lts_th[15:0],i_system_wrapper/wifi_dsn_i/dbg_sic_memory_out_q[14:0],u_ila_0_dbg_sic_memory_out_q[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_lts_corr[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_fir_i[14:0],u_ila_0_dbg_sic_fir_i[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_auto_th[25:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0_tx_ram_addr[10:0],i_system_wrapper/wifi_dsn_i/mux_1_dout[15:0],i_system_wrapper/wifi_dsn_i/wlan_fd_32b_0_cancel_i_out[15:0],i_system_wrapper/wifi_dsn_i/dbg_sic_memory_out_i[14:0],u_ila_0_dbg_sic_memory_out_i[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_eng_th[13:0],i_system_wrapper/wifi_dsn_i/fifo_generator_idata_rx_dout[15:0],i_system_wrapper/wifi_dsn_i/fifo_generator_qdata_rx_dout[15:0],i_system_wrapper/wifi_dsn_i/mux_0_dout[15:0],i_system_wrapper/wifi_dsn_i/wlan_fd_32b_0_cancel_q_out[15:0],i_system_wrapper/wifi_dsn_i/dbg_rx_din_sel[1:0],i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_q[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_eng14[13:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0/dbg_en_out[0:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0/inst/tx_ram_wr_en[0:0],i_system_wrapper/wifi_dsn_i/dbg_ch_est,i_system_wrapper/wifi_dsn_i/dbg_ch_est_done,i_system_wrapper/wifi_dsn_i/dbg_sic_cancel,i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_valid,i_system_wrapper/wifi_dsn_i/dbg_sic_det_ofdm,u_ila_0_dbg_sic_lts_sync_1,u_ila_0_dbg_sic_lts_sync,i_system_wrapper/wifi_dsn_i/dbg_sic_lts_timeout,i_system_wrapper/wifi_dsn_i/dbg_tx_running_1,i_system_wrapper/wifi_dsn_i/full_2,i_system_wrapper/wifi_dsn_i/full_3,i_system_wrapper/wifi_dsn_i/gxc_wtx_0_tx_dout_valid_free,i_system_wrapper/wifi_dsn_i/mux_1b_0_dout,i_system_wrapper/wifi_dsn_i/mux_wr_en_dout,u_ila_0_tx_wave_bram_0_tx_ram_sel
598,598,0,0000,0,0000000,000b19bf,1f40,0030,0,00000064,0000,0,0000000,000,8656,0070,0070,0,0001,-16,48,-768,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
599,599,0,0000,0,0000000,000b19bf,1f40,0030,0,00000064,0000,0,0000000,000,8656,0070,0070,0,0001,-16,48,-768,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
600,600,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000064,0000,0,0000000,000,8656,0070,7f90,1,0001,-16,48,-768,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
601,601,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000154,0000,0,0000000,000,8656,0070,7f90,1,0001,-16,48,-768,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
602,602,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000154,0000,0,0000000,000,8656,ff90,7f90,1,0001,-16,48,-768,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
603,603,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000154,0000,0,0000000,000,8656,ff90,7f90,1,0001,-16,48,-768,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
604,604,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000154,0000,0,0000000,000,8656,ff90,7f90,1,0001,-16,48,-768,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
605,605,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000154,0000,0,0000000,000,8656,ff90,7f90,1,0001,48,-32,-768,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
606,606,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000154,0000,0,0000000,000,5568,ff90,7f90,1,0001,48,-32,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
607,607,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000154,0000,0,0000000,000,5568,ff90,7f90,1,0001,48,-32,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
608,608,0,0000,0,0000000,000b19bf,1f40,0010,0,00000154,0000,0,0000000,000,5568,ff90,0060,0,0001,48,-32,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
609,609,0,0000,0,0000000,000b19bf,1f40,0010,0,00000090,0000,0,0000000,000,5568,ff90,0060,0,0001,48,-32,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
610,610,0,0000,0,0000000,000b19bf,1f40,0010,0,00000090,0000,0,0000000,000,5568,0060,0060,0,0001,48,-32,0,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
611,611,0,0000,0,0000000,000b19bf,1f40,0010,0,00000090,0000,0,0000000,000,5568,0060,0060,0,0001,48,-32,0,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
612,612,0,0000,0,0000000,000b19bf,1f40,0010,0,00000090,0000,0,0000000,000,5568,0060,0060,0,0001,48,-32,0,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
613,613,0,0000,0,0000000,000b19bf,1f40,0010,0,00000090,0000,0,0000000,000,5568,0060,0060,0,0001,16,32,0,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
614,614,0,0000,0,0000000,000b19bf,1f40,0010,0,00000090,0000,0,0000000,000,8656,0060,0060,0,0001,16,32,-768,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
615,615,0,0000,0,0000000,000b19bf,1f40,0010,0,00000090,0000,0,0000000,000,8656,0060,0060,0,0001,16,32,-768,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
616,616,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000090,0000,0,0000000,000,8656,0060,7fc0,1,0001,16,32,-768,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
617,617,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000068,0000,0,0000000,000,8656,0060,7fc0,1,0001,16,32,-768,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
618,618,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000068,0000,0,0000000,000,8656,ffc0,7fc0,1,0001,16,32,-768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
619,619,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000068,0000,0,0000000,000,8656,ffc0,7fc0,1,0001,16,32,-768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
620,620,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000068,0000,0,0000000,000,8656,ffc0,7fc0,1,0001,16,32,-768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
621,621,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000068,0000,0,0000000,000,8656,ffc0,7fc0,1,0001,16,32,-768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
622,622,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000068,0000,0,0000000,000,-832,ffc0,7fc0,1,0001,16,32,-4768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
623,623,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000068,0000,0,0000000,000,-832,ffc0,7fc0,1,0001,16,32,-4768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
624,624,0,0000,0,0000000,000b19bf,1f40,0040,0,00000068,0000,0,0000000,000,-832,ffc0,0050,0,0001,16,32,-4768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
625,625,0,0000,0,0000000,000b19bf,1f40,0040,0,00000034,0000,0,0000000,000,-832,ffc0,0050,0,0001,16,32,-4768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
626,626,0,0000,0,0000000,000b19bf,1f40,0040,0,00000034,0000,0,0000000,000,-832,0050,0050,0,0001,16,32,-4768,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
627,627,0,0000,0,0000000,000b19bf,1f40,0040,0,00000034,0000,0,0000000,000,-832,0050,0050,0,0001,16,32,-4768,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
628,628,0,0000,0,0000000,000b19bf,1f40,0040,0,00000034,0000,0,0000000,000,-832,0050,0050,0,0001,16,32,-4768,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
629,629,0,0000,0,0000000,000b19bf,1f40,0040,0,00000034,0000,0,0000000,000,-832,0050,0050,0,0001,-48,-16,-4768,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
630,630,0,0000,0,0000000,000b19bf,1f40,0040,0,00000034,0000,0,0000000,000,-8048,0050,0050,0,0001,-48,-16,128,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
631,631,0,0000,0,0000000,000b19bf,1f40,0040,0,00000034,0000,0,0000000,000,-8048,0050,0050,0,0001,-48,-16,128,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
632,632,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000034,0000,0,0000000,000,-8048,0050,7ff0,1,0001,-48,-16,128,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
633,633,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000254,0000,0,0000000,000,-8048,0050,7ff0,1,0001,-48,-16,128,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
634,634,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000254,0000,0,0000000,000,-8048,fff0,7ff0,1,0001,-48,-16,128,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
635,635,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000254,0000,0,0000000,000,-8048,fff0,7ff0,1,0001,-48,-16,128,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
636,636,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000254,0000,0,0000000,000,-8048,fff0,7ff0,1,0001,-48,-16,128,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
637,637,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000254,0000,0,0000000,000,-8048,fff0,7ff0,1,0001,64,0,128,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
638,638,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000254,0000,0,0000000,000,2784,fff0,7ff0,1,0001,64,0,2784,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
639,639,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000254,0000,0,0000000,000,2784,fff0,7ff0,1,0001,64,0,2784,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
640,640,0,0000,0,0000000,000b19bf,1f40,0010,0,00000254,0000,0,0000000,000,2784,fff0,0040,0,0001,64,0,2784,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
641,641,0,0000,0,0000000,000b19bf,1f40,0010,0,000001f4,0000,0,0000000,000,2784,fff0,0040,0,0001,64,0,2784,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
642,642,0,0000,0,0000000,000b19bf,1f40,0010,0,000001f4,0000,0,0000000,000,2784,0040,0040,0,0001,64,0,2784,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
643,643,0,0000,0,0000000,000b19bf,1f40,0010,0,000001f4,0000,0,0000000,000,2784,0040,0040,0,0001,64,0,2784,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
644,644,0,0000,0,0000000,000b19bf,1f40,0010,0,000001f4,0000,0,0000000,000,2784,0040,0040,0,0001,64,0,2784,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
645,645,0,0000,0,0000000,000b19bf,1f40,0010,0,000001f4,0000,0,0000000,000,2784,0040,0040,0,0001,-48,-16,2784,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
646,646,0,0000,0,0000000,000b19bf,1f40,0010,0,000001f4,0000,0,0000000,000,128,0040,0040,0,0001,-48,-16,-8048,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
647,647,0,0000,0,0000000,000b19bf,1f40,0010,0,000001f4,0000,0,0000000,000,128,0040,0040,0,0001,-48,-16,-8048,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
648,648,0,0000,0,0000000,000b19bf,1f40,0010,0,000001f4,0000,0,0000000,000,128,0040,7ff0,1,0001,-48,-16,-8048,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
649,649,0,0000,0,0000000,000b19bf,1f40,0010,0,000000c8,0000,0,0000000,000,128,0040,7ff0,1,0001,-48,-16,-8048,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
650,650,0,0000,0,0000000,000b19bf,1f40,0010,0,000000c8,0000,0,0000000,000,128,fff0,7ff0,1,0001,-48,-16,-8048,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
651,651,0,0000,0,0000000,000b19bf,1f40,0010,0,000000c8,0000,0,0000000,000,128,fff0,7ff0,1,0001,-48,-16,-8048,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
652,652,0,0000,0,0000000,000b19bf,1f40,0010,0,000000c8,0000,0,0000000,000,128,fff0,7ff0,1,0001,-48,-16,-8048,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
653,653,0,0000,0,0000000,000b19bf,1f40,0010,0,000000c8,0000,0,0000000,000,128,fff0,7ff0,1,0001,64,16,-8048,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
654,654,0,0000,0,0000000,000b19bf,1f40,0010,0,000000c8,0000,0,0000000,000,-4768,fff0,7ff0,1,0001,64,16,-832,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
655,655,0,0000,0,0000000,000b19bf,1f40,0010,0,000000c8,0000,0,0000000,000,-4768,fff0,7ff0,1,0001,64,16,-832,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
656,656,0,0000,0,0000000,000b19bf,1f40,0000,0,000000c8,0000,0,0000000,000,-4768,fff0,7ff0,1,0001,64,16,-832,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
657,657,0,0000,0,0000000,000b19bf,1f40,0000,0,00000140,0000,0,0000000,000,-4768,fff0,7ff0,1,0001,64,16,-832,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
658,658,0,0000,0,0000000,000b19bf,1f40,0000,0,00000140,0000,0,0000000,000,-4768,fff0,7ff0,1,0001,64,16,-832,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
659,659,0,0000,0,0000000,000b19bf,1f40,0000,0,00000140,0000,0,0000000,000,-4768,fff0,7ff0,1,0001,64,16,-832,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
660,660,0,0000,0,0000000,000b19bf,1f40,0000,0,00000140,0000,0,0000000,000,-4768,fff0,7ff0,1,0001,64,16,-832,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
661,661,0,0000,0,0000000,000b19bf,1f40,0000,0,00000140,0000,0,0000000,000,-4768,fff0,7ff0,1,0001,-112,16,-832,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
662,662,0,0000,0,0000000,000b19bf,1f40,0000,0,00000140,0000,0,0000000,000,-768,fff0,7ff0,1,0001,-112,16,8656,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
663,663,0,0000,0,0000000,000b19bf,1f40,0000,0,00000140,0000,0,0000000,000,-768,fff0,7ff0,1,0001,-112,16,8656,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
664,664,0,0000,0,0000000,000b19bf,1f40,0020,0,00000140,0000,0,0000000,000,-768,fff0,00a0,0,0001,-112,16,8656,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
665,665,0,0000,0,0000000,000b19bf,1f40,0020,0,00000028,0000,0,0000000,000,-768,fff0,00a0,0,0001,-112,16,8656,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
666,666,0,0000,0,0000000,000b19bf,1f40,0020,0,00000028,0000,0,0000000,000,-768,00a0,00a0,0,0001,-112,16,8656,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
667,667,0,0000,0,0000000,000b19bf,1f40,0020,0,00000028,0000,0,0000000,000,-768,00a0,00a0,0,0001,-112,16,8656,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
668,668,0,0000,0,0000000,000b19bf,1f40,0020,0,00000028,0000,0,0000000,000,-768,00a0,00a0,0,0001,-112,16,8656,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
669,669,0,0000,0,0000000,000b19bf,1f40,0020,0,00000028,0000,0,0000000,000,-768,00a0,00a0,0,0001,112,32,8656,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
670,670,0,0000,0,0000000,000b19bf,1f40,0020,0,00000028,0000,0,0000000,000,0,00a0,00a0,0,0001,112,32,5568,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
671,671,0,0000,0,0000000,000b19bf,1f40,0020,0,00000028,0000,0,0000000,000,0,00a0,00a0,0,0001,112,32,5568,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
672,672,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000028,0000,0,0000000,000,0,00a0,7f30,1,0001,112,32,5568,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
673,673,0,0000,0,0000000,000b19bf,1f40,7fc0,1,000000c8,0000,0,0000000,000,0,00a0,7f30,1,0001,112,32,5568,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
674,674,0,0000,0,0000000,000b19bf,1f40,7fc0,1,000000c8,0000,0,0000000,000,0,ff30,7f30,1,0001,112,32,5568,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
675,675,0,0000,0,0000000,000b19bf,1f40,7fc0,1,000000c8,0000,0,0000000,000,0,ff30,7f30,1,0001,112,32,5568,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
676,676,0,0000,0,0000000,000b19bf,1f40,7fc0,1,000000c8,0000,0,0000000,000,0,ff30,7f30,1,0001,112,32,5568,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
677,677,0,0000,0,0000000,000b19bf,1f40,7fc0,1,000000c8,0000,0,0000000,000,0,ff30,7f30,1,0001,0,16,5568,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
678,678,0,0000,0,0000000,000b19bf,1f40,7fc0,1,000000c8,0000,0,0000000,000,-768,ff30,7f30,1,0001,0,16,8656,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
679,679,0,0000,0,0000000,000b19bf,1f40,7fc0,1,000000c8,0000,0,0000000,000,-768,ff30,7f30,1,0001,0,16,8656,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
680,680,0,0000,0,0000000,000b19bf,1f40,0060,0,000000c8,0000,0,0000000,000,-768,ff30,00c0,0,0001,0,16,8656,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
681,681,0,0000,0,0000000,000b19bf,1f40,0060,0,00000040,0000,0,0000000,000,-768,ff30,00c0,0,0001,0,16,8656,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
682,682,0,0000,0,0000000,000b19bf,1f40,0060,0,00000040,0000,0,0000000,000,-768,00c0,00c0,0,0001,0,16,8656,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
683,683,0,0000,0,0000000,000b19bf,1f40,0060,0,00000040,0000,0,0000000,000,-768,00c0,00c0,0,0001,0,16,8656,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
684,684,0,0000,0,0000000,000b19bf,1f40,0060,0,00000040,0000,0,0000000,000,-768,00c0,00c0,0,0001,0,16,8656,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
685,685,0,0000,0,0000000,000b19bf,1f40,0060,0,00000040,0000,0,0000000,000,-768,00c0,00c0,0,0001,-48,-64,8656,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
686,686,0,0000,0,0000000,000b19bf,1f40,0060,0,00000040,0000,0,0000000,000,-4768,00c0,00c0,0,0001,-48,-64,-832,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
687,687,0,0000,0,0000000,000b19bf,1f40,0060,0,00000040,0000,0,0000000,000,-4768,00c0,00c0,0,0001,-48,-64,-832,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
688,688,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000040,0000,0,0000000,000,-4768,00c0,7fb0,1,0001,-48,-64,-832,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
689,689,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000050,0000,0,0000000,000,-4768,00c0,7fb0,1,0001,-48,-64,-832,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
690,690,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000050,0000,0,0000000,000,-4768,ffb0,7fb0,1,0001,-48,-64,-832,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
691,691,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000050,0000,0,0000000,000,-4768,ffb0,7fb0,1,0001,-48,-64,-832,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
692,692,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000050,0000,0,0000000,000,-4768,ffb0,7fb0,1,0001,-48,-64,-832,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
693,693,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000050,0000,0,0000000,000,-4768,ffb0,7fb0,1,0001,96,64,-832,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
694,694,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000050,0000,0,0000000,000,128,ffb0,7fb0,1,0001,96,64,-8048,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
695,695,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000050,0000,0,0000000,000,128,ffb0,7fb0,1,0001,96,64,-8048,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
696,696,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000050,0000,0,0000000,000,128,ffb0,0040,0,0001,96,64,-8048,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
697,697,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000014,0000,0,0000000,000,128,ffb0,0040,0,0001,96,64,-8048,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
698,698,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000014,0000,0,0000000,000,128,0040,0040,0,0001,96,64,-8048,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
699,699,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000014,0000,0,0000000,000,128,0040,0040,0,0001,96,64,-8048,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
700,700,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000014,0000,0,0000000,000,128,0040,0040,0,0001,96,64,-8048,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
701,701,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000014,0000,0,0000000,000,128,0040,0040,0,0001,-96,-16,-8048,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
702,702,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000014,0000,0,0000000,000,2784,0040,0040,0,0001,-96,-16,2784,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
703,703,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000014,0000,0,0000000,000,2784,0040,0040,0,0001,-96,-16,2784,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
704,704,0,0000,0,0000000,000b19bf,1f40,0070,0,00000014,0000,0,0000000,000,2784,0040,7fb0,1,0001,-96,-16,2784,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
