Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/wifi_dsn_i/dbg_sic_fir_q[14:0],u_ila_0_dbg_sic_fir_q[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_auto_corr[25:0],i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_i[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_lts_th[15:0],i_system_wrapper/wifi_dsn_i/dbg_sic_memory_out_q[14:0],u_ila_0_dbg_sic_memory_out_q[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_lts_corr[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_fir_i[14:0],u_ila_0_dbg_sic_fir_i[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_auto_th[25:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0_tx_ram_addr[10:0],i_system_wrapper/wifi_dsn_i/mux_1_dout[15:0],i_system_wrapper/wifi_dsn_i/wlan_fd_32b_0_cancel_i_out[15:0],i_system_wrapper/wifi_dsn_i/dbg_sic_memory_out_i[14:0],u_ila_0_dbg_sic_memory_out_i[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_eng_th[13:0],i_system_wrapper/wifi_dsn_i/fifo_generator_idata_rx_dout[15:0],i_system_wrapper/wifi_dsn_i/fifo_generator_qdata_rx_dout[15:0],i_system_wrapper/wifi_dsn_i/mux_0_dout[15:0],i_system_wrapper/wifi_dsn_i/wlan_fd_32b_0_cancel_q_out[15:0],i_system_wrapper/wifi_dsn_i/dbg_rx_din_sel[1:0],i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_q[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_eng14[13:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0/dbg_en_out[0:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0/inst/tx_ram_wr_en[0:0],i_system_wrapper/wifi_dsn_i/dbg_ch_est,i_system_wrapper/wifi_dsn_i/dbg_ch_est_done,i_system_wrapper/wifi_dsn_i/dbg_sic_cancel,i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_valid,i_system_wrapper/wifi_dsn_i/dbg_sic_det_ofdm,u_ila_0_dbg_sic_lts_sync_1,u_ila_0_dbg_sic_lts_sync,i_system_wrapper/wifi_dsn_i/dbg_sic_lts_timeout,i_system_wrapper/wifi_dsn_i/dbg_tx_running_1,i_system_wrapper/wifi_dsn_i/full_2,i_system_wrapper/wifi_dsn_i/full_3,i_system_wrapper/wifi_dsn_i/gxc_wtx_0_tx_dout_valid_free,i_system_wrapper/wifi_dsn_i/mux_1b_0_dout,i_system_wrapper/wifi_dsn_i/mux_wr_en_dout,u_ila_0_tx_wave_bram_0_tx_ram_sel
4101,4101,0,0000,0,0000121,000b19bf,1f40,17c0,0,000000d0,0000,0,00010ba,000,0,0dc0,0dc0,0,0001,2016,4016,-3792,17c0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4102,4102,0,0000,0,0000121,000b19bf,1f40,17c0,0,000000d0,0000,0,00010ba,000,320,0dc0,0dc0,0,0001,2016,4016,-3744,17c0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4103,4103,0,0000,0,0000285,000b19bf,1f40,17c0,0,000000d0,0000,0,00010ba,000,320,0dc0,0dc0,0,0001,2016,4016,-3744,17c0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4104,4104,0,0000,0,0000285,000b19bf,1f40,1010,0,000000d0,0000,0,00010ba,000,320,0dc0,17f0,0,0001,2016,4016,-3744,17c0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4105,4105,0,0000,0,0000285,000b19bf,1f40,1010,0,000001f4,0000,0,00010ba,000,320,0dc0,17f0,0,0001,2016,4016,-3744,17c0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4106,4106,0,0000,0,0000285,000b19bf,1f40,1010,0,000001f4,0000,0,00010ba,000,320,17f0,17f0,0,0001,2016,4016,-3744,1010,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4107,4107,0,0000,0,0000285,000b19bf,1f40,1010,0,000001f4,0000,0,00010ba,000,320,17f0,17f0,0,0001,2016,4016,-3744,1010,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4108,4108,0,0000,0,0000285,000b19bf,1f40,1010,0,000001f4,0000,0,00010ba,000,320,17f0,17f0,0,0001,2016,4016,-3744,1010,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4109,4109,0,0000,0,0000285,000b19bf,1f40,1010,0,000001f4,0000,0,000119d,000,320,17f0,17f0,0,0001,960,-8464,-3744,1010,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4110,4110,0,0000,0,0000285,000b19bf,1f40,1010,0,000001f4,0000,0,000119d,000,752,17f0,17f0,0,0001,960,-8464,-1360,1010,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4111,4111,0,0000,0,000031c,000b19bf,1f40,1010,0,000001f4,0000,0,000119d,000,752,17f0,17f0,0,0001,960,-8464,-1360,1010,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4112,4112,0,0000,0,000031c,000b19bf,1f40,1220,0,000001f4,0000,0,000119d,000,752,17f0,17b0,0,0001,960,-8464,-1360,1010,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4113,4113,0,0000,0,000031c,000b19bf,1f40,1220,0,00000148,0000,0,000119d,000,752,17f0,17b0,0,0001,960,-8464,-1360,1010,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4114,4114,0,0000,0,000031c,000b19bf,1f40,1220,0,00000148,0000,0,000119d,000,752,17b0,17b0,0,0001,960,-8464,-1360,1220,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4115,4115,0,0000,0,000031c,000b19bf,1f40,1220,0,00000148,0000,0,000119d,000,752,17b0,17b0,0,0001,960,-8464,-1360,1220,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4116,4116,0,0000,0,000031c,000b19bf,1f40,1220,0,00000148,0000,0,000119d,000,752,17b0,17b0,0,0001,960,-8464,-1360,1220,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4117,4117,0,0000,0,000031c,000b19bf,1f40,1220,0,00000148,0000,0,0000e7b,000,752,17b0,17b0,0,0001,944,4992,-1360,1220,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4118,4118,0,0000,0,000031c,000b19bf,1f40,1220,0,00000148,0000,0,0000e7b,000,-4448,17b0,17b0,0,0001,944,4992,5088,1220,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4119,4119,0,0000,0,000041d,000b19bf,1f40,1220,0,00000148,0000,0,0000e7b,000,-4448,17b0,17b0,0,0001,944,4992,5088,1220,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4120,4120,0,0000,0,000041d,000b19bf,1f40,1480,0,00000148,0000,0,0000e7b,000,-4448,17b0,0520,0,0001,944,4992,5088,1220,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4121,4121,0,0000,0,000041d,000b19bf,1f40,1480,0,000000a0,0000,0,0000e7b,000,-4448,17b0,0520,0,0001,944,4992,5088,1220,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4122,4122,0,0000,0,000041d,000b19bf,1f40,1480,0,000000a0,0000,0,0000e7b,000,-4448,0520,0520,0,0001,944,4992,5088,1480,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4123,4123,0,0000,0,000041d,000b19bf,1f40,1480,0,000000a0,0000,0,0000e7b,000,-4448,0520,0520,0,0001,944,4992,5088,1480,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4124,4124,0,0000,0,000041d,000b19bf,1f40,1480,0,000000a0,0000,0,0000e7b,000,-4448,0520,0520,0,0001,944,4992,5088,1480,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4125,4125,0,0000,0,000041d,000b19bf,1f40,1480,0,000000a0,0000,0,0000912,000,-4448,0520,0520,0,0001,2176,5424,5088,1480,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4126,4126,0,0000,0,000041d,000b19bf,1f40,1480,0,000000a0,0000,0,0000912,000,-2384,0520,0520,0,0001,2176,5424,8432,1480,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4127,4127,0,0000,0,00003d2,000b19bf,1f40,1480,0,000000a0,0000,0,0000912,000,-2384,0520,0520,0,0001,2176,5424,8432,1480,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4128,4128,0,0000,0,00003d2,000b19bf,1f40,77b0,1,000000a0,0000,0,0000912,000,-2384,0520,62d0,1,0001,2176,5424,8432,1480,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4129,4129,0,0000,0,00003d2,000b19bf,1f40,77b0,1,00000514,0000,0,0000912,000,-2384,0520,62d0,1,0001,2176,5424,8432,1480,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4130,4130,0,0000,0,00003d2,000b19bf,1f40,77b0,1,00000514,0000,0,0000912,000,-2384,e2d0,62d0,1,0001,2176,5424,8432,f7b0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4131,4131,0,0000,0,00003d2,000b19bf,1f40,77b0,1,00000514,0000,0,0000912,000,-2384,e2d0,62d0,1,0001,2176,5424,8432,f7b0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4132,4132,0,0000,0,00003d2,000b19bf,1f40,77b0,1,00000514,0000,0,0000912,000,-2384,e2d0,62d0,1,0001,2176,5424,8432,f7b0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4133,4133,0,0000,0,00003d2,000b19bf,1f40,77b0,1,00000514,0000,0,00009cf,000,-2384,e2d0,62d0,1,0001,-1264,-5072,8432,f7b0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4134,4134,0,0000,0,00003d2,000b19bf,1f40,77b0,1,00000514,0000,0,00009cf,000,-3568,e2d0,62d0,1,0001,-1264,-5072,-1584,f7b0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4135,4135,0,0000,0,0000188,000b19bf,1f40,77b0,1,00000514,0000,0,00009cf,000,-3568,e2d0,62d0,1,0001,-1264,-5072,-1584,f7b0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4136,4136,0,0000,0,0000188,000b19bf,1f40,7130,1,00000514,0000,0,00009cf,000,-3568,e2d0,01b0,0,0001,-1264,-5072,-1584,f7b0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4137,4137,0,0000,0,0000188,000b19bf,1f40,7130,1,000000a0,0000,0,00009cf,000,-3568,e2d0,01b0,0,0001,-1264,-5072,-1584,f7b0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4138,4138,0,0000,0,0000188,000b19bf,1f40,7130,1,000000a0,0000,0,00009cf,000,-3568,01b0,01b0,0,0001,-1264,-5072,-1584,f130,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4139,4139,0,0000,0,0000188,000b19bf,1f40,7130,1,000000a0,0000,0,00009cf,000,-3568,01b0,01b0,0,0001,-1264,-5072,-1584,f130,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4140,4140,0,0000,0,0000188,000b19bf,1f40,7130,1,000000a0,0000,0,00009cf,000,-3568,01b0,01b0,0,0001,-1264,-5072,-1584,f130,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4141,4141,0,0000,0,0000188,000b19bf,1f40,7130,1,000000a0,0000,0,0000ad9,000,-3568,01b0,01b0,0,0001,-7536,-7184,-1584,f130,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4142,4142,0,0000,0,0000188,000b19bf,1f40,7130,1,000000a0,0000,0,0000ad9,000,240,01b0,01b0,0,0001,-7536,-7184,-7040,f130,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4143,4143,0,0000,0,00000d6,000b19bf,1f40,7130,1,000000a0,0000,0,0000ad9,000,240,01b0,01b0,0,0001,-7536,-7184,-7040,f130,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4144,4144,0,0000,0,00000d6,000b19bf,1f40,1390,0,000000a0,0000,0,0000ad9,000,240,01b0,0040,0,0001,-7536,-7184,-7040,f130,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4145,4145,0,0000,0,00000d6,000b19bf,1f40,1390,0,00000090,0000,0,0000ad9,000,240,01b0,0040,0,0001,-7536,-7184,-7040,f130,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4146,4146,0,0000,0,00000d6,000b19bf,1f40,1390,0,00000090,0000,0,0000ad9,000,240,0040,0040,0,0001,-7536,-7184,-7040,1390,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4147,4147,0,0000,0,00000d6,000b19bf,1f40,1390,0,00000090,0000,0,0000ad9,000,240,0040,0040,0,0001,-7536,-7184,-7040,1390,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4148,4148,0,0000,0,00000d6,000b19bf,1f40,1390,0,00000090,0000,0,0000ad9,000,240,0040,0040,0,0001,-7536,-7184,-7040,1390,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4149,4149,0,0000,0,00000d6,000b19bf,1f40,1390,0,00000090,0000,0,0000a68,000,240,0040,0040,0,0001,-3600,-7472,-7040,1390,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4150,4150,0,0000,0,00000d6,000b19bf,1f40,1390,0,00000090,0000,0,0000a68,000,1296,0040,0040,0,0001,-3600,-7472,3024,1390,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4151,4151,0,0000,0,00002c9,000b19bf,1f40,1390,0,00000090,0000,0,0000a68,000,1296,0040,0040,0,0001,-3600,-7472,3024,1390,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4152,4152,0,0000,0,00002c9,000b19bf,1f40,0830,0,00000090,0000,0,0000a68,000,1296,0040,66c0,1,0001,-3600,-7472,3024,1390,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4153,4153,0,0000,0,00002c9,000b19bf,1f40,0830,0,00000080,0000,0,0000a68,000,1296,0040,66c0,1,0001,-3600,-7472,3024,1390,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4154,4154,0,0000,0,00002c9,000b19bf,1f40,0830,0,00000080,0000,0,0000a68,000,1296,e6c0,66c0,1,0001,-3600,-7472,3024,0830,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4155,4155,0,0000,0,00002c9,000b19bf,1f40,0830,0,00000080,0000,0,0000a68,000,1296,e6c0,66c0,1,0001,-3600,-7472,3024,0830,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4156,4156,0,0000,0,00002c9,000b19bf,1f40,0830,0,00000080,0000,0,0000a68,000,1296,e6c0,66c0,1,0001,-3600,-7472,3024,0830,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4157,4157,0,0000,0,00002c9,000b19bf,1f40,0830,0,00000080,0000,0,00008ff,000,1296,e6c0,66c0,1,0001,-1312,208,3024,0830,2,0008770d,0002,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4158,4158,0,0000,0,00002c9,000b19bf,1f40,0830,0,00000080,0000,0,00008ff,000,-6704,e6c0,66c0,1,0001,-1312,208,1888,0830,2,0008770d,0002,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4159,4159,0,0000,0,00004b2,000b19bf,1f40,0830,0,00000080,0000,0,00008ff,000,-6704,e6c0,66c0,1,0001,-1312,208,1888,0830,2,0008770d,0002,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4160,4160,0,0000,0,00004b2,000b19bf,1f40,6640,1,00000080,0000,0,00008ff,000,-6704,e6c0,05b0,0,0001,-1312,208,1888,0830,2,0008770d,0002,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4161,4161,0,0000,0,00004b2,000b19bf,1f40,6640,1,00000128,0000,0,00008ff,000,-6704,e6c0,05b0,0,0001,-1312,208,1888,0830,2,0008770d,0002,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4162,4162,0,0000,0,00004b2,000b19bf,1f40,6640,1,00000128,0000,0,00008ff,000,-6704,05b0,05b0,0,0001,-1312,208,1888,e640,2,0008770d,0002,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4163,4163,0,0000,0,00004b2,000b19bf,1f40,6640,1,00000128,0000,0,00008ff,000,-6704,05b0,05b0,0,0001,-1312,208,1888,e640,2,0008770d,0002,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4164,4164,0,0000,0,00004b2,000b19bf,1f40,6640,1,00000128,0000,0,00008ff,000,-6704,05b0,05b0,0,0001,-1312,208,1888,e640,2,0008770d,0002,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4165,4165,0,0000,0,00004b2,000b19bf,1f40,6640,1,00000128,0000,0,0000acc,000,-6704,05b0,05b0,0,0001,-1728,5056,1888,e640,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4166,4166,0,0000,0,00004b2,000b19bf,1f40,6640,1,00000128,0000,0,0000acc,000,-1664,05b0,05b0,0,0001,-1728,5056,-4960,e640,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4167,4167,0,0000,0,0000598,000b19bf,1f40,6640,1,00000128,0000,0,0000acc,000,-1664,05b0,05b0,0,0001,-1728,5056,-4960,e640,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4168,4168,0,0000,0,0000598,000b19bf,1f40,6a40,1,00000128,0000,0,0000acc,000,-1664,05b0,1090,0,0001,-1728,5056,-4960,e640,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4169,4169,0,0000,0,0000598,000b19bf,1f40,6a40,1,00000008,0000,0,0000acc,000,-1664,05b0,1090,0,0001,-1728,5056,-4960,e640,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4170,4170,0,0000,0,0000598,000b19bf,1f40,6a40,1,00000008,0000,0,0000acc,000,-1664,1090,1090,0,0001,-1728,5056,-4960,ea40,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4171,4171,0,0000,0,0000598,000b19bf,1f40,6a40,1,00000008,0000,0,0000acc,000,-1664,1090,1090,0,0001,-1728,5056,-4960,ea40,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4172,4172,0,0000,0,0000598,000b19bf,1f40,6a40,1,00000008,0000,0,0000acc,000,-1664,1090,1090,0,0001,-1728,5056,-4960,ea40,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4173,4173,0,0000,0,0000598,000b19bf,1f40,6a40,1,00000008,0000,0,0000b31,000,-1664,1090,1090,0,0001,2528,5632,-4960,ea40,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4174,4174,0,0000,0,0000598,000b19bf,1f40,6a40,1,00000008,0000,0,0000b31,000,-7440,1090,1090,0,0001,2528,5632,-2528,ea40,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4175,4175,0,0000,0,000074b,000b19bf,1f40,6a40,1,00000008,0000,0,0000b31,000,-7440,1090,1090,0,0001,2528,5632,-2528,ea40,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4176,4176,0,0000,0,000074b,000b19bf,1f40,6930,1,00000008,0000,0,0000b31,000,-7440,1090,10c0,0,0001,2528,5632,-2528,ea40,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4177,4177,0,0000,0,000074b,000b19bf,1f40,6930,1,000001d4,0000,0,0000b31,000,-7440,1090,10c0,0,0001,2528,5632,-2528,ea40,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4178,4178,0,0000,0,000074b,000b19bf,1f40,6930,1,000001d4,0000,0,0000b31,000,-7440,10c0,10c0,0,0001,2528,5632,-2528,e930,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4179,4179,0,0000,0,000074b,000b19bf,1f40,6930,1,000001d4,0000,0,0000b31,000,-7440,10c0,10c0,0,0001,2528,5632,-2528,e930,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4180,4180,0,0000,0,000074b,000b19bf,1f40,6930,1,000001d4,0000,0,0000b31,000,-7440,10c0,10c0,0,0001,2528,5632,-2528,e930,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4181,4181,0,0000,0,000074b,000b19bf,1f40,6930,1,000001d4,0000,0,0000ce3,000,-7440,10c0,10c0,0,0001,-1440,2160,-2528,e930,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4182,4182,0,0000,0,000074b,000b19bf,1f40,6930,1,000001d4,0000,0,0000ce3,000,-15376,10c0,10c0,0,0001,-1440,2160,3024,e930,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4183,4183,0,0000,0,00007bd,000b19bf,1f40,6930,1,000001d4,0000,0,0000ce3,000,-15376,10c0,10c0,0,0001,-1440,2160,3024,e930,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4184,4184,0,0000,0,00007bd,000b19bf,1f40,6a40,1,000001d4,0000,0,0000ce3,000,-15376,10c0,7db0,1,0001,-1440,2160,3024,e930,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4185,4185,0,0000,0,00007bd,000b19bf,1f40,6a40,1,00000088,0000,0,0000ce3,000,-15376,10c0,7db0,1,0001,-1440,2160,3024,e930,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4186,4186,0,0000,0,00007bd,000b19bf,1f40,6a40,1,00000088,0000,0,0000ce3,000,-15376,fdb0,7db0,1,0001,-1440,2160,3024,ea40,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4187,4187,0,0000,0,00007bd,000b19bf,1f40,6a40,1,00000088,0000,0,0000ce3,000,-15376,fdb0,7db0,1,0001,-1440,2160,3024,ea40,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4188,4188,0,0000,0,00007bd,000b19bf,1f40,6a40,1,00000088,0000,0,0000ce3,000,-15376,fdb0,7db0,1,0001,-1440,2160,3024,ea40,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4189,4189,0,0000,0,00007bd,000b19bf,1f40,6a40,1,00000088,0000,0,0000ce0,000,-15376,fdb0,7db0,1,0001,-416,-3136,3024,ea40,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4190,4190,0,0000,0,00007bd,000b19bf,1f40,6a40,1,00000088,0000,0,0000ce0,000,-6912,fdb0,7db0,1,0001,-416,-3136,5552,ea40,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4191,4191,0,0000,0,0000940,000b19bf,1f40,6a40,1,00000088,0000,0,0000ce0,000,-6912,fdb0,7db0,1,0001,-416,-3136,5552,ea40,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4192,4192,0,0000,0,0000940,000b19bf,1f40,0fc0,0,00000088,0000,0,0000ce0,000,-6912,fdb0,6760,1,0001,-416,-3136,5552,ea40,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4193,4193,0,0000,0,0000940,000b19bf,1f40,0fc0,0,00000274,0000,0,0000ce0,000,-6912,fdb0,6760,1,0001,-416,-3136,5552,ea40,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4194,4194,0,0000,0,0000940,000b19bf,1f40,0fc0,0,00000274,0000,0,0000ce0,000,-6912,e760,6760,1,0001,-416,-3136,5552,0fc0,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4195,4195,0,0000,0,0000940,000b19bf,1f40,0fc0,0,00000274,0000,0,0000ce0,000,-6912,e760,6760,1,0001,-416,-3136,5552,0fc0,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4196,4196,0,0000,0,0000940,000b19bf,1f40,0fc0,0,00000274,0000,0,0000ce0,000,-6912,e760,6760,1,0001,-416,-3136,5552,0fc0,2,0008770d,0004,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4197,4197,0,0000,0,0000940,000b19bf,1f40,0fc0,0,00000274,0000,0,0000b9f,000,-6912,e760,6760,1,0001,3136,-3328,5552,0fc0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4198,4198,0,0000,0,0000940,000b19bf,1f40,0fc0,0,00000274,0000,0,0000b9f,000,848,e760,6760,1,0001,3136,-3328,-5728,0fc0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4199,4199,0,0000,0,00007c9,000b19bf,1f40,0fc0,0,00000274,0000,0,0000b9f,000,848,e760,6760,1,0001,3136,-3328,-5728,0fc0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4200,4200,0,0000,0,00007c9,000b19bf,1f40,0db0,0,00000274,0000,0,0000b9f,000,848,e760,06a0,0,0001,3136,-3328,-5728,0fc0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4201,4201,0,0000,0,00007c9,000b19bf,1f40,0db0,0,00000404,0000,0,0000b9f,000,848,e760,06a0,0,0001,3136,-3328,-5728,0fc0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4202,4202,0,0000,0,00007c9,000b19bf,1f40,0db0,0,00000404,0000,0,0000b9f,000,848,06a0,06a0,0,0001,3136,-3328,-5728,0db0,2,0008770d,0003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
